u,v
29256,34138
4336,59512
305,51548
7648,61300
24119,65786
35606,52191
6537,27737
12981,63966
190,67125
6769,56486
36800,56444
29965,53282
47642,67569
4387,4723
14775,22565
49356,51679
12580,13133
2690,66157
22247,29291
30068,55471
46001,67118
56150,62871
20253,43517
16695,54218
14823,24394
13648,35247
5709,34546
4450,36522
30193,32235
35424,49794
7780,11683
29725,33715
8070,40369
6142,20064
655,47527
25163,44877
5491,10081
11458,13239
3378,55515
40193,60679
9884,68542
10953,18498
61212,61275
3266,64702
6831,24127
30392,65347
9920,67790
26398,48098
38330,42995
16654,48903
29808,32162
8660,61977
45079,51160
6151,53328
493,12492
13527,65168
13842,33969
49295,68041
32247,66259
13648,48773
26977,56644
26756,42029
2424,67149
42341,53540
24089,31029
16685,61292
4462,48022
19324,42935
7648,19893
1829,64452
26712,29595
23116,29971
17370,24394
31762,45339
17756,54519
666,14017
33982,39271
38384,67045
38161,56249
6078,15144
26127,62725
8307,16685
37293,56685
57830,65168
21518,32905
41979,61337
25982,62302
10633,61556
41588,52622
46574,58386
17470,56473
6481,34505
39598,50791
35135,62044
33158,48570
1003,31296
17940,66513
1027,32562
55574,62085
15993,42481
6738,26860
37386,60681
26122,33384
16354,63423
21669,35606
28837,62826
28115,43136
25091,56010
42528,46865
15681,17108
17601,34735
8035,25569
26645,65114
2013,66849
16853,36010
575,29776
5660,32661
31702,54519
19470,49958
26702,43822
25902,36340
41817,67933
30770,33650
18882,47406
23717,61918
26712,46139
32833,51294
2194,28367
2934,35835
10787,26363
11074,66495
48002,58449
23420,37944
23054,31832
5384,30778
15005,60797
47861,49418
15946,17601
11087,19906
25064,59205
31251,58704
44934,67012
29515,33454
11106,64624
22062,44860
6608,56297
47074,67701
10093,32992
31921,67157
5649,12530
13550,48883
1186,20865
12190,57165
18977,53064
10054,18265
17667,59519
175,1118
5452,65195
3190,58546
10136,54310
18020,41912
43016,48634
42819,47542
31612,55835
3373,57183
6088,32773
2009,62345
3922,10408
4284,36071
12587,28294
51739,61987
4389,57273
39,26196
18678,19660
34397,35204
59730,60933
21714,42460
47605,65208
49908,61069
9701,44936
37737,64787
35336,59928
12639,64813
8660,15631
9768,66761
36600,40396
1441,7806
28279,41943
21286,63240
33856,63412
12749,32609
21164,49143
30291,67790
23794,59205
25092,49958
14075,65922
15005,42207
36103,53444
40698,59276
12459,28971
49121,60171
554,58887
33151,58914
25655,32715
57626,58231
24394,58507
65168,68368
39119,40674
47907,54465
48076,65168
27352,60010
16266,33857
54271,61942
4682,24719
58729,66662
29437,44370
33617,68288
8851,22862
25188,25304
20773,31668
2101,52860
13370,37368
37780,67149
68251,68385
14919,46950
15083,37025
6948,68204
8765,15295
4959,20005
5421,25027
2044,67933
6435,56886
55748,56092
4503,62227
31503,38965
40561,62905
19714,50892
32800,49948
11233,47415
58474,63009
18433,23825
57738,60926
16292,37799
53268,64640
29017,61364
28986,51425
4866,15896
46854,68028
30193,57781
26156,61985
42913,56227
6738,38851
32505,53513
8509,10403
4462,21044
7566,59095
8301,45181
38465,65322
29220,51985
575,26922
48724,67453
19684,20670
5439,40634
442,28998
10289,45495
52419,56014
1163,20005
50109,58376
14125,24418
17030,35154
7295,20773
10074,50568
15460,52516
28991,30643
5477,53748
7133,25448
23448,42198
19172,33426
37893,49658
47967,49333
21568,23901
30504,59083
7322,58902
4446,29017
55555,56867
10136,49299
3542,23054
4389,36103
33384,57920
8660,22838
24443,48073
27849,63522
361,19470
2371,37332
34735,64891
10403,16823
14225,29127
37520,61178
10447,45121
63462,67497
11050,43004
3769,14456
14783,65309
14111,59260
60374,67996
9082,23701
7322,23584
16292,20494
5338,57145
14911,32439
26363,34503
3423,5745
25902,47283
6142,31145
28594,39162
16411,38955
32162,41948
42162,64829
49172,61323
30905,61336
23788,62695
26122,57433
136,12235
48192,54785
48729,57878
46695,59471
7346,18675
12870,63211
30829,31145
53349,53350
1779,63303
26137,64553
18166,61843
4526,37538
37011,52529
40221,53942
15408,65946
25273,47217
16046,25502
39271,39346
31909,66843
12871,15034
29106,57022
6251,11969
3469,6168
13366,34200
2883,13355
17289,36500
20928,34236
24697,26220
16671,59883
1198,15355
44820,59077
44934,60797
18020,43541
2088,14425
30478,49295
29106,56083
14642,67983
56014,59861
29237,37386
48098,53450
24295,40894
26542,41459
12499,46660
32324,32417
7201,25137
20655,35114
3088,47374
40517,55735
5745,37108
11683,42995
22716,32249
24875,58546
6218,15021
55387,66466
34376,68111
1616,34735
20599,31204
30957,48082
22862,64208
230,15312
40435,51840
52194,65213
46616,65922
1765,6041
24117,26563
11513,31673
4704,47827
2125,21255
17596,20864
4114,4436
8527,30997
49369,67617
4550,29808
12096,23171
1555,35949
17030,57878
41143,58933
15631,49563
12841,32583
1827,67453
16883,61333
33715,66689
47175,57129
42619,49356
12143,37806
18977,61101
22916,39659
26756,30829
51293,55951
7127,59077
6379,51327
41792,50709
5399,15587
34787,65788
38614,60123
25149,65114
33036,43345
30482,39659
38134,57794
51108,58486
21130,23743
25982,61343
50830,63171
11925,36718
11403,15212
56561,68727
15957,65570
14929,45015
51615,51661
8660,19047
19188,39274
26847,33231
30478,45523
40419,48896
4920,12190
20921,56781
42880,44757
13769,26021
65891,67569
65185,66167
36578,56704
242,5914
3465,58887
1931,59095
38891,39861
23752,50814
14847,25357
36290,63786
924,57084
4878,37417
2038,61433
9227,65302
13426,60869
14083,32245
47598,54624
23977,27849
10108,43566
12499,39242
21669,65086
10011,33782
13221,15089
3200,30766
12576,28638
41687,64950
4528,48851
39807,45466
29595,46237
27139,58086
36860,63938
6397,22502
13727,22256
15618,48098
22838,31271
41902,62777
6499,60861
18201,68711
25800,36398
52333,55967
11850,24558
23870,46237
16570,20030
25277,48584
20218,60421
47518,62661
739,32109
1149,7048
13429,21997
36322,41074
3342,16728
6366,10170
2459,48387
3982,47116
55835,59471
22234,46064
24165,46193
38439,65195
18977,63907
13702,29928
63363,64950
30766,64612
53102,64891
26398,38055
5399,22552
39386,41687
16414,29928
39924,68315
9281,30493
31832,39548
24313,59846
290,21130
18258,64394
27312,63113
12242,54094
26415,49199
3035,15197
12703,18269
9530,35632
26033,42186
16278,39085
38107,58210
8134,8984
47594,68041
29761,34596
7120,47116
42399,49090
48851,64142
44997,66518
1849,19177
12981,24295
5776,55924
37372,51876
51268,58588
7135,35606
35630,53196
33892,34800
5491,41238
49105,56059
15618,16278
37941,49842
19835,42304
24986,56948
24231,50055
40803,54915
97,11599
41687,47049
17543,28152
10337,60251
15168,36255
26127,34787
7696,16761
9082,31670
11012,22691
5928,42072
10182,52004
32461,33544
5263,65486
8621,32205
61202,62972
12368,19488
31195,45205
62691,67406
20615,21556
41601,44105
40559,61101
11953,23778
13496,32081
17576,34159
36235,66499
5303,46920
23147,43913
2177,44820
6639,40531
16869,46993
39803,59077
19974,67453
6589,8586
4241,5498
14851,43345
6949,7701
32135,49480
31702,53676
28292,55479
13496,17217
32833,46344
9483,58301
15896,67851
42691,52160
34376,68288
41518,43717
20532,38929
6578,41858
26646,44721
11683,41221
15729,35750
19699,65553
3127,58685
18125,18981
2394,17702
56798,67701
25145,59171
22990,60216
25633,36890
19714,51985
16695,50514
25307,59986
20152,63504
10500,17793
27849,50913
48389,50850
7806,27218
20928,62541
12951,58787
33179,40936
32881,36383
59471,65797
4793,51548
58194,58395
53627,54619
23138,33617
28594,31023
22996,38369
42783,63383
2117,2327
7255,15751
30412,33786
32067,56559
9105,60554
9028,24968
41812,59268
46859,61212
374,2169
51425,54843
3686,48028
23633,25949
40291,45230
41610,64426
41028,46630
42445,49865
19836,57635
8134,30313
38818,45031
50850,62836
12310,27499
18109,68711
3373,64011
12949,19299
7127,35424
35216,43095
34033,65833
27764,29769
13093,36228
28360,52491
1931,2371
21141,35339
2108,6435
16883,52149
10409,59710
19318,56120
47057,63982
54251,66567
15334,67386
7859,35110
6181,65631
38625,62920
18031,44674
12718,32056
6366,53925
20429,58453
60403,63216
45157,56177
27967,49016
24059,38465
18681,22625
26326,38203
10787,35424
15295,38707
34596,35424
15631,35736
26427,33949
40053,62404
13457,46279
17911,31209
7924,67569
5399,46464
818,11599
24394,51464
3050,4763
49455,64988
7129,36637
5138,35480
12117,40041
39582,49449
12402,53633
21669,31529
58702,67790
8329,68711
1653,51219
215,42804
37219,52725
12190,21522
34990,45107
11969,30903
7590,45850
14762,66474
17970,20741
27652,39069
233,67925
56089,59621
31037,67497
14657,60421
38826,65199
10803,10943
18844,46850
2075,18198
6859,66247
26021,60926
10126,29309
22862,67757
18636,43393
51706,61857
12906,20494
5942,20944
29950,42856
64352,67383
6065,55545
9560,40010
29437,67118
22790,40852
47217,50814
9026,30766
8495,22571
29595,50736
13884,17300
8979,52762
13584,37185
6700,58712
8623,61556
26702,51090
27434,64619
15219,64950
52149,66165
52333,67149
51690,52622
37876,52622
4621,36540
12404,19835
4436,61950
5999,10087
6528,43076
2410,53695
1653,6210
51108,63543
62741,64658
9910,18533
24295,28847
25902,38011
8593,39119
19615,51876
41847,66932
30982,33426
21550,67569
20394,52761
14480,16816
29291,56008
40905,46419
41097,41176
1856,51831
30462,47359
19921,20449
26981,58792
924,54042
8115,60632
17066,30018
6142,28847
30955,31312
8423,28138
16775,51848
40153,40803
1724,16164
11720,27480
9920,30291
55655,55797
305,54012
7780,9170
41167,60095
23803,65346
19109,25142
7493,15393
43687,50330
13432,21575
29373,41896
36860,43864
34787,67377
29509,33782
44842,51186
3088,20994
44618,44847
59789,67757
2377,58546
38011,43425
62275,68467
23901,27891
25249,60061
880,3094
9443,30313
5814,28837
19734,59205
41973,66575
24894,54519
42067,55167
32205,41012
21556,24972
655,38945
2678,53616
56948,57542
36071,55655
20859,45546
22996,52458
1598,26646
8765,21561
9746,66349
2882,61591
34931,66882
18581,38012
13314,37887
48192,59471
48441,59710
15016,30581
3826,45926
3923,34417
47747,60580
42894,62099
4241,26422
56127,64163
13648,28320
5764,66349
25093,30465
17667,35424
36800,39600
17300,18109
9746,33810
3175,19512
20071,31195
42396,50300
53316,68734
643,51028
7780,39069
6584,57246
1441,54915
54810,66598
8285,15516
33029,53481
22333,34611
32245,63572
15631,65248
2088,52259
29335,40370
1147,23455
3788,40635
1827,17370
34178,62404
24766,34159
7109,44022
5303,17408
4685,6168
32803,51912
7704,15792
25465,44105
3630,12214
24959,38955
35642,43136
67319,68180
8911,16164
15791,41098
60251,68604
14546,15897
23282,64100
8521,17793
3011,30254
8878,37268
49573,61977
5888,64624
8887,63195
17876,60728
20544,27343
8863,55545
51827,53797
46419,55180
25717,33545
22471,65727
6797,35949
12258,32881
8575,20158
26977,46264
26629,29756
32162,59621
28534,65687
2010,22563
8521,37780
1441,21073
14075,55707
9030,48976
8188,21762
48851,61942
21624,67524
37286,39095
6948,37867
18139,55667
23069,50033
37025,64033
2432,42358
6397,56583
20994,47116
25163,38361
702,36481
27930,45736
5702,15304
27587,66183
10337,49541
8661,49304
48431,54042
43993,54278
21587,61391
33982,51844
17838,44297
2013,5450
11204,46950
13016,41362
23220,44005
36084,55182
16685,32719
19268,40936
17667,61129
32570,45081
1748,61223
38847,60134
33430,65368
11216,41432
303,42162
48437,66906
6543,25092
9500,65707
18885,34605
3737,51707
45193,58231
37716,40803
13648,48192
10772,50569
4726,9701
50243,60421
24698,49865
5392,53707
1590,54321
4070,31376
49151,57466
16278,49958
55574,65013
35894,67014
4284,37571
8765,16467
18433,55443
2371,43717
9184,46404
34159,65250
46344,51294
5800,22838
34264,57920
1691,15874
17794,33262
23501,23605
23040,57091
28633,36322
12227,19488
16711,42481
23980,44683
2995,57269
3890,64100
25307,66541
22552,25569
3125,60516
14245,34744
21858,47049
4521,48192
14757,34611
14945,16685
23072,38965
39115,39598
47294,63413
28978,29319
11047,25137
42486,58787
10677,51382
14958,40562
14906,36103
26997,48973
7780,47725
37112,38949
6287,10486
53408,62743
42880,66247
702,33925
823,4660
21895,65086
41518,46879
7108,21411
56010,66932
6814,20655
7736,10136
46852,67282
41837,55935
8307,65168
6622,21587
8660,27735
25820,32544
39659,67091
19436,25442
15587,44753
41823,44029
10787,26702
42856,64612
24492,59190
45905,46484
62676,66288
5814,33384
2168,34173
34800,42804
26662,46001
35178,35424
31051,37063
27154,30068
14642,27855
11969,35707
13243,54915
18956,46139
8854,47406
3050,3234
53349,68567
45107,60516
24608,54699
10969,17575
12463,33384
37867,54375
29761,35059
5433,42944
23283,31330
32288,55936
43231,63252
22057,66638
1627,60443
15696,28367
34606,35064
2061,53268
56256,68385
45385,67230
9356,31249
32662,42914
58006,62370
43686,67983
9110,45495
42819,53450
48192,55835
17370,21209
19660,48192
6738,9483
10474,67983
39723,61391
37233,50924
46921,57794
4944,42341
20153,42384
22990,68711
19747,62824
14762,64577
40517,42595
15946,63380
27122,54987
9969,67933
17793,51477
12818,14934
4621,27587
24178,29715
28966,59986
34735,34740
31612,61942
29732,62404
646,4997
30643,34735
7250,9154
1174,62762
37292,61407
13314,44022
48427,55838
46718,64813
5901,64142
44977,52149
32939,47566
43879,64447
39469,54278
13093,54785
6055,53450
58006,61556
20994,49418
49295,67824
9464,9470
23560,45230
4014,48903
35424,44820
30808,60216
23477,23778
2754,3479
11281,48387
14888,60282
36103,48666
39534,60368
51739,60546
31268,32803
2332,62792
23825,38055
25702,52920
59730,62725
8265,24765
35376,67851
34787,52700
7048,17470
16435,67983
15223,16805
4877,17150
26427,54698
34071,60926
42814,45487
1441,40852
29437,33755
19921,50213
8411,49340
2410,50814
48583,63134
2371,28083
2511,62644
10717,63697
9207,36500
9927,30912
11953,49658
38384,41477
6591,39340
27587,30643
36103,57273
10653,20253
33543,38837
5925,60268
2375,40524
16619,46634
47725,67453
44106,67983
4535,13745
11850,55787
20218,50243
5649,55442
2665,23567
24769,68045
30015,43425
12175,50922
21568,25060
4892,10408
51382,65199
22895,47814
35794,56971
4707,37780
5799,40298
6154,28837
21380,67701
25516,26947
33856,41696
32324,65284
35363,61069
25729,55262
9550,48871
12418,30160
47544,68111
175,33277
33317,46377
7408,58210
495,15106
2371,19904
1783,11986
33847,48192
6439,59391
12096,12749
36472,37647
56343,63303
457,63113
10242,63240
33617,46237
26997,62044
30478,56382
2332,49437
5063,35455
19974,54785
15238,22716
37303,63504
48387,57084
4223,62227
24872,42260
23860,24544
26155,50300
15587,64829
34744,43783
20540,36071
38112,51382
14490,19836
5544,20994
8672,31670
17879,54255
42735,62452
751,19096
27652,37332
46557,63221
31984,44434
5702,67453
33952,60618
56602,65893
9638,31760
47339,68537
3423,56628
42951,58474
50644,51859
38055,55443
23282,40529
33342,58006
23829,34787
35096,41084
3965,25019
12459,33431
40289,44873
52957,58069
10523,43346
27480,41127
33212,50937
23788,66639
34503,57638
12242,60956
24719,28782
29965,41981
28240,61588
17150,29928
38892,54845
12986,64080
12334,15826
2679,41687
6254,58037
41846,52313
21896,51498
17801,26202
8079,50390
20279,51075
10923,58718
38256,40517
13133,13704
6831,59651
17793,38300
51903,53866
215,3682
1792,37079
28083,57197
34141,50747
1849,61622
10990,57550
20394,65292
25249,44674
28633,68498
4158,64891
2022,25844
40017,52820
58797,58838
19488,40409
3890,50996
14726,67052
16411,38038
44392,46139
5944,20554
6975,21858
3776,45663
29595,29635
6672,17141
38055,51294
3624,48823
21049,30643
8495,38767
20130,46517
9356,51028
20853,44262
2038,24314
26554,26913
33096,67914
12576,36949
28179,38929
1783,36718
1441,11925
20692,40803
5659,7806
702,22938
21910,25385
2177,21587
6638,28534
2658,13388
14176,27434
11040,51348
7408,18119
8391,10242
16671,17682
7696,13451
23961,39346
21482,48583
15355,55610
5745,32749
26969,45754
21044,27827
1127,55126
43004,50786
34189,44842
16411,45569
10170,68597
6379,55319
13341,28294
33715,54987
37616,64740
29596,32484
56177,61346
27764,36103
50182,68367
29373,33715
47116,48758
4784,18467
16476,51138
38837,56227
33755,56663
36585,51122
33512,33782
15488,32440
17683,48634
11203,20434
17289,61391
25792,66598
18242,33384
45712,68204
4621,40262
10115,31157
44762,54465
8253,44753
58729,64891
16278,26234
21093,31820
27849,48744
15032,32832
1724,36500
15751,67757
5888,43993
26724,37390
9207,34071
43037,54802
30579,39534
4394,12639
5544,10500
36138,36865
18015,32205
31922,43686
2255,29944
12227,19665
22895,26042
49726,55119
24119,33029
25655,56393
40147,68711
32635,48120
6873,17066
43948,63322
23000,44567
21130,32570
63707,65168
10717,34546
7417,26446
24711,25092
38203,64859
3624,27973
6394,26563
13198,57004
32082,67166
37166,52435
11088,65661
5338,64658
4223,68556
16883,65922
32749,36322
48800,55667
21790,36340
1616,44805
11180,41518
33650,46001
35642,61593
32162,52373
9184,23755
39,49018
34264,50300
11850,48624
13577,47566
23549,62541
45015,51761
10515,63134
39045,42944
14742,53355
27698,29928
15618,18433
7974,47747
15792,32661
58199,67998
5649,8511
25465,55951
37108,39460
11203,20338
5304,53328
18581,20457
22463,55839
57605,60935
14888,51332
12700,61223
12639,14017
26756,44534
3682,36965
57281,60025
47814,52827
17162,50330
28497,57542
42935,44697
17037,42595
30424,59621
39197,41008
652,43425
27073,36180
197,4960
21301,22938
15338,24259
1099,18694
24117,36209
23313,42995
19684,43016
1185,32606
159,23013
11683,21587
12459,56583
880,1121
47086,49471
29595,37233
47725,50786
24697,54218
12703,27938
8391,39184
19714,47943
19488,45495
11185,16026
42043,52464
56769,63113
64076,64826
8411,60403
4985,50333
273,457
7493,35042
18498,32655
34803,53715
28779,31851
13153,65303
37647,51984
25408,30946
29546,66689
1301,11599
19488,35697
25092,38055
54619,61024
44321,55545
1539,65114
9935,46660
13355,62550
5421,9207
19703,49553
14116,28641
42917,52868
30325,38949
21286,64031
6087,9768
9390,47116
42391,49356
8599,65120
16059,37233
18584,44791
6463,11096
4983,33431
2317,66135
37963,51294
23072,31503
6890,10622
22202,61020
24824,34033
11610,42818
26913,46695
61023,66254
6543,46344
40852,62514
53616,65354
2459,14490
61262,62370
44547,66621
1931,52237
10198,27027
97,40317
5063,44594
31729,37716
48604,50300
2555,68597
28159,50924
23282,48729
17543,39835
30160,61129
17755,28209
25709,35455
37892,57492
8025,9443
54321,60604
28986,36890
45692,66019
19470,26398
2508,17634
6510,44847
26415,65248
29509,67091
6890,40384
29373,50568
40803,65338
7566,15729
11180,55442
6041,24144
859,42460
36033,59357
4387,49418
13198,46920
10809,26563
11616,42913
60481,63113
4223,43226
58028,62644
4387,20994
32372,44978
45460,53707
12698,33426
5702,62044
23455,45666
14757,47152
12243,16414
36163,54590
34800,57878
19180,36180
18671,23453
28997,51751
12151,57473
66598,66621
18257,37799
44297,44599
44370,66936
39020,68498
37835,52769
16060,51269
13105,24603
18540,51299
40280,67722
40594,47293
7417,60134
5338,66349
46444,62235
5339,6543
643,50736
22838,27312
32939,42581
14642,35336
29134,66300
28633,60123
28986,67507
22152,31944
11986,57681
20183,52556
6741,50884
21073,44721
8125,43576
51348,62044
2410,7741
16226,66496
20519,59077
17370,23451
16233,20055
4465,11619
32178,44515
12143,47582
14906,28651
9281,62370
25866,59858
9983,17581
23203,64392
49908,62824
64988,66642
18413,49804
8672,38826
1441,24571
8025,51606
24832,49939
15355,20410
43425,44721
57738,66820
26997,60775
6090,35280
20599,45015
15792,49304
10923,48300
40517,56559
8224,49764
26478,51219
54710,63462
302,5263
31156,51074
5379,21044
45157,68024
334,30392
6463,37259
44977,53930
30597,47525
7648,44262
23460,31702
8357,51388
26913,58188
1932,49022
39085,55443
13728,33545
49299,51388
9281,48886
440,25948
9613,46193
57638,64298
30744,48343
21776,26202
28857,30545
23825,25092
33454,42067
29761,65338
51706,66641
2044,41817
23701,56916
6251,30836
3046,67713
51123,63413
10882,12400
7136,16496
57255,64485
17755,18424
18699,31452
3437,45405
14342,51162
37386,56821
65086,66739
41419,59283
16411,24959
24086,56486
12949,37332
18956,24394
3097,29726
5660,65199
17794,50515
7250,66399
22838,63113
24478,32727
18191,26450
14848,53304
12334,26122
8638,30596
14823,57947
6890,67388
15334,44705
12590,60863
50913,65880
49910,52508
727,10579
24697,32697
1025,65786
42304,50642
8226,16819
11180,33847
44574,60043
3572,20211
16958,60926
9065,11231
13416,60336
43348,52506
14402,29950
15604,38614
35280,37660
21563,21907
29044,55497
10943,47116
42913,44394
2101,13234
9565,60056
3841,34503
41238,53420
29309,51771
7501,19180
3306,8329
6700,41534
19684,43588
7522,24834
28475,66662
8791,42281
21699,68298
36109,53777
14324,14776
2934,14653
26542,67935
26304,31268
48624,52920
36911,57466
60010,60751
25676,64859
20471,27741
12227,51498
16612,55574
64817,68054
58449,66410
12961,50149
31104,41609
38484,47939
26756,61337
12143,22747
8109,46064
59861,61580
29715,40444
1441,53387
19268,19893
36767,43425
6266,9167
11442,49743
25919,32178
17393,51604
33548,33782
3965,24986
29129,36927
1110,23040
36138,64891
3925,22502
10772,45466
8391,63909
50943,53909
10994,45107
35336,44262
23127,59600
8031,35424
26629,26673
21428,24059
40280,48299
6185,44721
67175,68026
2842,10310
20793,33246
30205,61622
33544,33650
5029,30291
62494,65168
45692,55319
40663,66135
11187,46551
36033,41518
57673,66288
51028,54076
28001,56768
22726,61292
28461,66575
50653,52237
4999,14381
8411,19906
7990,31493
11012,33309
20338,51791
9223,37490
38831,44977
42995,47861
9994,53132
43776,60324
15005,31705
29312,52458
23943,49149
6142,61247
5339,42819
29725,33782
29383,33454
1695,43864
26629,53238
2784,17198
65922,67887
23203,43993
32719,63707
27434,63113
34189,61291
22747,23132
16907,47441
1268,23485
643,56663
33384,52761
16448,26148
4014,36180
1306,56473
10553,41588
33894,62936
32570,46630
21380,67824
1481,7523
4070,27352
53268,60171
21342,36494
42001,43733
45556,46909
23584,58902
22643,68054
31376,47364
38096,62015
25844,29754
36456,49069
42897,61742
49001,63462
19512,34926
4654,12654
1653,26478
5964,61101
31550,49166
38361,59949
36928,49677
2658,35280
14017,35488
9791,66940
53925,55787
24178,67101
6809,68597
21044,63113
32719,57830
21752,50947
38112,54845
29380,57392
57133,57558
10295,20425
9154,20845
22735,47566
159,41958
34417,66288
16351,65422
9213,42472
15439,58851
52031,67377
5263,23013
23030,41912
54573,57820
51108,58064
18351,48829
37616,59391
25702,49172
14495,66359
5303,46919
20519,63113
3127,63156
39916,54915
7648,45319
35001,51659
40061,44547
3761,46760
26726,42943
33426,65086
45485,55558
38831,55119
28001,28966
1195,61005
16975,56667
2038,25149
10087,34477
36192,64834
4070,63462
8253,27652
16975,29595
643,58376
20994,54556
30863,31838
21518,66382
24702,35630
14017,31452
31052,67149
67508,68471
18786,50090
27910,59077
27122,56518
5187,54424
26122,61556
40803,49031
10425,45417
49086,62544
11069,53974
9925,68204
2044,34184
34503,48262
44262,55610
7361,15604
302,5914
35863,55735
13425,21166
52429,61425
10806,25389
30744,47725
33029,56343
1227,67617
1116,4194
38167,58270
12530,55442
14476,24333
20532,28179
39441,39444
13451,17300
18433,38500
23282,60646
6499,7737
1765,48795
554,44934
52986,60268
44583,66567
35204,42162
32728,48851
13426,13728
43541,44515
12715,68711
18063,35736
6977,66171
942,57246
23236,61333
9656,52344
48666,56083
6671,34735
45169,59123
34399,49176
40048,56321
15238,31760
39378,60102
23106,23549
175,30744
6309,21130
38870,61448
12576,20773
15032,42446
10641,21075
11913,50568
7187,8025
8329,63613
10425,16581
18147,18413
29181,35630
24544,51143
24196,58650
5776,63355
5390,67925
50192,52622
36163,66739
49418,53058
19169,54843
31296,65687
49642,66778
290,62885
43993,64392
12841,27894
27802,33108
44614,53268
1765,11749
8606,39272
38266,66761
805,36522
30744,55924
5919,50943
17804,68204
44467,59600
50295,67828
1783,46297
7990,50386
20599,63171
4894,66200
16685,68368
10082,27064
42394,63207
11192,12639
8727,47877
2670,52184
47773,56473
34646,57772
6392,48089
43864,46077
7250,63462
181,19318
43994,44262
27587,45844
1512,44950
21895,60027
5138,24959
21411,41074
13447,42067
6203,55679
16883,40012
38374,62668
9605,35424
2869,44100
53441,56424
197,49045
3091,30254
21747,59600
4903,37185
8593,26793
46065,46237
10561,52820
33726,46139
28553,47861
20599,51761
54557,65237
1141,44851
23918,64298
9940,58466
15358,63815
666,13496
45885,57129
457,21153
9757,64928
2469,7924
20943,35794
25569,33847
1481,11691
32368,46740
30012,32288
47822,55610
17911,59840
9207,17289
33543,52708
5138,20394
34183,42394
6859,11850
8391,21747
16496,31670
34001,61745
4436,34623
23071,56872
16351,35211
38361,44877
53540,53676
4014,11471
3737,58546
13772,24263
23843,27159
8911,9207
49642,49726
35835,67569
17575,66882
9105,58718
56244,67318
23633,29750
47939,61289
22770,60445
10653,68367
5338,32254
46814,46993
53086,57878
17289,57885
19420,46515
18956,65486
33072,51831
3542,24418
46139,62871
440,45135
4158,34503
36578,63786
38076,50300
9443,39069
5659,47293
34596,57738
38865,49691
21688,43517
31240,38074
44605,60612
2964,27155
5919,47175
34519,64891
25029,41200
5660,34142
9064,16448
25056,37571
54915,57365
12581,22253
4652,47527
17289,34101
31702,68251
8586,48299
7912,12272
10233,16654
2943,15355
25503,65029
40852,65137
15482,33284
5942,8360
55119,65797
19268,29928
51890,65168
27468,39086
54241,68502
31157,63120
50884,63396
8605,19917
40680,59946
4776,25330
24986,64813
35204,58633
1691,13550
17370,50052
5544,10437
20519,41302
29750,44065
38831,58301
49300,55657
16907,51259
14456,26784
25755,44886
43484,56089
24561,32178
27346,51879
13527,53132
32056,45736
19615,24959
51300,59514
31072,49677
34513,47429
28268,49216
5982,35762
35119,38150
5339,10431
11180,30881
23918,28737
17405,58650
66824,67653
16831,67870
6161,60516
9975,23698
15016,66952
12689,43905
10597,11683
22990,44029
5064,26304
14776,21963
54271,56559
32563,53308
13960,57004
45844,58188
10170,13550
5544,17370
9686,23788
1792,57496
43272,61323
18433,38055
21411,48120
33919,59264
3873,52634
10229,63966
3266,43558
3582,60246
11403,50568
895,3437
27653,49457
16641,66889
19159,28746
44550,51333
25288,59923
25639,62076
12295,17671
2317,61129
14774,67996
63938,63966
8391,36494
25137,35750
40894,44934
37293,39696
40303,46933
16853,28320
6867,36150
22589,63462
554,57739
24117,28753
58410,62335
20113,42727
13408,62370
14176,55160
3306,54987
31219,52024
35136,61839
31376,47861
22031,59316
22002,55188
26398,42819
486,16570
11958,26630
51679,54785
48198,62554
11490,45766
4312,60665
4303,52373
893,46541
42495,54675
21157,26122
3520,9167
1748,12700
4086,66144
2754,37418
46718,65505
62227,67820
17040,63703
7379,27587
33232,62920
15510,66755
22342,45107
42391,49076
25729,60171
36718,59366
13426,33545
8016,58019
24712,34633
19977,54178
32905,49971
12067,35280
40042,62742
6517,47542
14851,65505
6142,15826
2508,58449
4944,62905
273,21858
4436,35220
48666,62245
6738,15464
42230,60481
49541,68604
38955,58188
32544,46981
41092,45878
23701,65199
27652,67052
36438,50790
20529,39861
1441,63979
25318,42018
51438,52919
15751,36767
8411,20030
37259,47642
14402,30037
12109,33433
8070,8671
11080,61999
57492,57544
4892,7060
14642,55610
43686,44350
6495,38074
42499,44848
12655,20039
44262,51293
16278,59789
6647,40100
19839,39004
24478,53024
21834,31760
1691,12377
4770,68711
35665,37268
12000,41537
9281,9746
43425,59216
1847,30255
33454,33512
25264,32288
26222,52556
8586,62762
29515,29715
10242,16575
16827,32409
27774,62767
4387,32939
23208,33810
13432,50713
6948,22353
14068,42734
21342,41588
49908,56970
7660,17484
28128,52753
33969,51108
57738,67820
27094,58192
39916,45556
4793,8709
54915,65727
30160,36860
27347,38164
35339,52313
1724,57433
35794,48031
34305,42186
49842,58348
38435,66518
16853,30217
16278,20773
18191,66446
24059,30461
18581,18601
8391,62074
3983,48201
12715,44934
31908,41908
37417,44787
30367,61336
44868,62435
2882,28633
47459,49471
23236,46558
30579,46536
10509,47677
23939,42856
20558,38705
48976,57492
7188,23453
3423,9483
30553,52925
5765,23146
12981,40517
3890,34800
11219,46919
